bank_id,date,description,ref_number,credit,debit
BNK00374,2026-06-24,NEFT CR Smith and Sons,TXN100364,6620.98,0.0
BNK00134,2026-08-05,"NEFT CR Martin, Mcdonald and",TXN100132,35156.44,0.0
BNK00135,2026-08-14,NEFT CR Meadows PLC,TXN100133,18184.37,0.0
BNK00061,2026-06-29,"NEFT CR Fitzgerald, Brown an",TXN100060,1898.5,0.0
BNK00288,2026-07-01,NEFT CR Franklin-Jones,TXN100279,16856.16,0.0
BNK00481,2026-08-09,NEFT CR Harris PLC,TXN100468,37593.09,0.0
BNK00419,2026-06-26,NEFT CR Spencer-Wood,TXN100409,5835.11,0.0
BNK00256,2026-07-05,NEFT CR Mccarty-Taylor,TXN100248,36656.0,0.0
BNK00405,2026-07-07,"NEFT CR Gregory, Kim and Mar",TXN100395,33088.34,0.0
BNK00014,2026-07-30,NEFT CR Chavez-Flowers,TXN100013,4307.5,0.0
BNK00059,2026-07-21,NEFT CR Horton-Cross,TXN100058,27231.1,0.0
BNK00128,2026-07-31,"NEFT CR Shah, Smith and Gilm",TXN100126,6028.41,0.0
BNK00143,2026-06-27,NEFT CR Gonzalez Inc,TXN100141,29873.28,0.0
BNK00161,2026-07-19,NEFT CR Ramirez-Carlson,TXN100159,43722.75,0.0
BNK00430,2026-08-16,NEFT CR Martinez-Turner,TXN100420,20000.76,0.0
BNK00490,2026-06-27,NEFT CR Butler and Sons,TXN100477,44342.27,0.0
BNK00272,2026-06-29,NEFT CR Hill-Donaldson,TXN100264,40601.73,0.0
BNK00071,2026-07-03,NEFT CR Medina PLC,TXN100069,39367.3,0.0
BNK00294,2026-07-05,NEFT CR Simmons-Ortega,TXN100285,48041.97,0.0
BNK00040,2026-08-04,NEFT CR Hickman Ltd,TXN100039,37708.65,0.0
BNK00471,2026-06-30,"NEFT CR Taylor, Clark and Ng",TXN100458,47145.35,0.0
BNK00191,2026-07-05,"NEFT CR Walker, Hernandez an",TXN100188,46314.56,0.0
BNK00190,2026-07-19,"NEFT CR Lawrence, Lara and G",TXN100187,6575.2,0.0
BNK00231,2026-08-10,"NEFT CR Johnson, Jones and W",TXN100224,6642.47,0.0
BNK00079,2026-08-12,NEFT CR King-Odonnell,TXN100077,14240.89,0.0
BNK00310,2026-07-24,"NEFT CR Nguyen, Pugh and Car",TXN100301,4828.32,0.0
BNK00513,2026-07-09,NEFT CR Bond-Ramos,TXN100499,5817.54,0.0
BNK00291,2026-07-03,"NEFT CR Wilson, Pena and Ric",TXN100282,24255.97,0.0
BNK00197,2026-08-18,"NEFT CR Sampson, Key and Cha",TXN100194,12196.41,0.0
BNK00186,2026-07-14,NEFT CR Guerrero-Moore,TXN100183,36888.5,0.0
BNK00188,2026-08-20,NEFT CR Carter-Hall,TXN100185,2447.74,0.0
BNK00331,2026-08-13,NEFT CR Webster-Wolf,TXN100323,40942.98,0.0
BNK00121,2026-08-12,NEFT CR Rivas-Kelley,TXN100119,42456.8,0.0
BNK00474,2026-07-19,"NEFT CR Washington, Bernard ",TXN100461,39709.08,0.0
BNK00065,2026-07-16,NEFT CR Wilson-Zamora,TXN100063,45664.05,0.0
BNK00018,2026-08-17,NEFT CR Cohen Inc,TXN100017,41641.99,0.0
BNK00225,2026-08-20,NEFT CR Kane-Sawyer,TXN100219,26303.87,0.0
BNK00360,2026-07-17,NEFT CR Young-Allen,TXN100350,2624.15,0.0
BNK00312,2026-06-28,"NEFT CR Miller, Ramos and Co",TXN100303,33864.61,0.0
BNK00510,2026-07-01,"NEFT CR Griffin, Padilla and",TXN100496,20874.96,0.0
BNK00016,2026-06-30,"NEFT CR Reid, Ferguson and S",TXN100015,9832.75,0.0
BNK00082,2026-07-19,NEFT CR Figueroa PLC,TXN100080,47262.39,0.0
BNK00348,2026-07-27,NEFT CR Ponce-Hale,TXN100340,3529.72,0.0
BNK00263,2026-06-30,"NEFT CR Colon, Blankenship a",TXN100255,44851.8,0.0
BNK00187,2026-07-10,"NEFT CR Jones, Smith and Hay",TXN100184,11384.31,0.0
BNK00208,2026-07-06,NEFT CR Kim-Wolfe,TXN100204,13977.61,0.0
BNK00327,2026-07-15,NEFT CR Maxwell-Jones,TXN100318,19734.83,0.0
BNK00344,2026-07-26,"NEFT CR Harper, Mccormick an",TXN100336,13177.85,0.0
BNK00039,2026-08-19,NEFT CR Baker PLC,TXN100038,33522.95,0.0
BNK00030,2026-07-19,"NEFT CR Peterson, Carter and",TXN100028,43171.87,0.0
BNK00328,2026-07-05,"NEFT CR Hicks, Bullock and B",TXN100319,37884.94,0.0
BNK00141,2026-08-15,NEFT CR Cooke LLC,TXN100139,28025.85,0.0
BNK00223,2026-07-24,"NEFT CR Kennedy, Mcintyre an",TXN100217,13622.88,0.0
BNK00506,2026-07-15,NEFT CR Bernard Group,TXN100492,34279.6,0.0
BNK00460,2026-07-25,"NEFT CR Flores, Long and Jen",TXN100447,39521.88,0.0
BNK00434,2026-08-18,NEFT CR Curtis-Wang,TXN100424,21698.13,0.0
BNK00382,2026-07-29,NEFT CR Ashley PLC,TXN100372,16124.69,0.0
BNK00180,2026-06-29,NEFT CR Hernandez PLC,TXN100178,31692.37,0.0
BNK00228,2026-07-08,NEFT CR Harrison LLC,TXN100221,37186.87,0.0
BNK00354,2026-07-15,NEFT CR Moore LLC,TXN100346,28796.34,0.0
BNK00086,2026-06-27,NEFT CR Clark-Wright,TXN100084,3819.81,0.0
BNK00219,2026-08-19,"NEFT CR Burns, Hernandez and",TXN100214,11172.39,0.0
BNK00511,2026-08-17,NEFT CR Brown PLC,TXN100497,15125.6,0.0
BNK00393,2026-07-21,NEFT CR Atkins-Williams,TXN100383,3717.9,0.0
BNK00229,2026-07-26,"NEFT CR Schwartz, Santos and",TXN100222,40830.91,0.0
BNK00157,2026-08-05,"NEFT CR Vargas, Morris and S",TXN100155,39142.67,0.0
BNK00152,2026-06-27,NEFT CR Patel-Stanley,TXN100150,32012.53,0.0
BNK00339,2026-07-12,NEFT CR Jacobs-Mason,TXN100331,23242.18,0.0
BNK00168,2026-07-23,NEFT CR Hall-Griffith,TXN100166,3596.51,0.0
BNK00395,2026-08-01,"NEFT CR Gonzales, Huber and ",TXN100385,39695.42,0.0
BNK00053,2026-08-07,NEFT CR Baxter Inc,TXN100052,46438.29,0.0
BNK00165,2026-07-24,NEFT CR Sullivan and Sons,TXN100163,35087.34,0.0
BNK00439,2026-07-27,"NEFT CR Thomas, Hensley and ",TXN100429,44353.67,0.0
BNK00459,2026-08-08,"NEFT CR Bryant, Obrien and R",TXN100446,7820.78,0.0
BNK00093,2026-07-13,NEFT CR Bailey-Hoover,TXN100091,45150.31,0.0
BNK00309,2026-07-31,NEFT CR Chavez-Moore,TXN100300,30835.69,0.0
BNK00221,2026-07-30,NEFT CR Cantu-Kane,TXN100215,21138.59,0.0
BNK00041,2026-07-13,"NEFT CR Collins, Carney and ",TXN100040,21513.21,0.0
BNK00218,2026-06-24,NEFT CR Barber-Monroe,TXN100213,22278.51,0.0
BNK00373,2026-08-08,"NEFT CR Guerra, Blake and Ha",TXN100363,16200.18,0.0
BNK00043,2026-06-26,"NEFT CR Spencer, Chapman and",TXN100042,37311.74,0.0
BNK00137,2026-08-07,NEFT CR Williams Group,TXN100135,24947.92,0.0
BNK00266,2026-08-15,NEFT CR Price LLC,TXN100258,48710.08,0.0
BNK00412,2026-07-14,"NEFT CR Mitchell, Hendricks ",TXN100402,20819.42,0.0
BNK00475,2026-07-22,NEFT CR David LLC,TXN100462,48440.27,0.0
BNK00355,2026-07-25,NEFT CR Romero PLC,TXN100346,5401.57,0.0
BNK00255,2026-08-09,NEFT CR Francis-Morgan,TXN100247,3358.69,0.0
BNK00501,2026-07-19,NEFT CR Young-Molina,TXN100487,45506.34,0.0
BNK00458,2026-08-01,"NEFT CR Williams, Williams a",TXN100445,9573.98,0.0
BNK00198,2026-07-21,"NEFT CR Williams, Avila and ",TXN100195,41533.94,0.0
BNK00226,2026-08-05,NEFT CR Fox Group,TXN100220,9717.62,0.0
BNK00381,2026-07-17,"NEFT CR Butler, Beck and Mil",TXN100371,44684.83,0.0
BNK00205,2026-08-12,NEFT CR Sandoval PLC,TXN100201,13489.62,0.0
BNK00224,2026-07-08,NEFT CR Hanna-Martinez,TXN100218,35427.97,0.0
BNK00189,2026-07-22,"NEFT CR Heath, Jones and Hal",TXN100186,10182.33,0.0
BNK00410,2026-07-12,NEFT CR Holmes-Mcintyre,TXN100400,3840.18,0.0
BNK00064,2026-07-01,NEFT CR Jones Inc,TXN100062,23937.81,0.0
BNK00140,2026-07-18,NEFT CR Ruiz Ltd,TXN100138,33062.46,0.0
BNK00170,2026-07-11,NEFT CR Robinson Group,TXN100168,19249.34,0.0
BNK00336,2026-07-29,NEFT CR Jones-Lin,TXN100328,24808.85,0.0
BNK00025,2026-08-12,NEFT CR Davis-Williams,TXN100024,27345.43,0.0
BNK00400,2026-07-24,NEFT CR Griffin-Robbins,TXN100390,25116.73,0.0
BNK00476,2026-07-22,"NEFT CR Clark, Bush and Stew",TXN100463,31741.1,0.0
BNK00147,2026-07-05,NEFT CR Oconnell Inc,TXN100145,31141.27,0.0
BNK00098,2026-07-19,NEFT CR Carpenter LLC,TXN100096,19874.34,0.0
BNK00332,2026-08-06,"NEFT CR Glass, Cunningham an",TXN100324,2385.22,0.0
BNK00386,2026-07-04,"NEFT CR Moss, Cook and Willi",TXN100376,21205.13,0.0
BNK00440,2026-07-27,NEFT CR Anderson-Wood,TXN100430,46718.6,0.0
BNK00479,2026-07-27,NEFT CR Roberts LLC,TXN100466,11487.53,0.0
BNK00243,2026-07-18,NEFT CR Bruce-Gonzalez,TXN100235,44506.59,0.0
BNK00492,2026-07-22,NEFT CR Smith PLC,TXN100479,38094.99,0.0
BNK00418,2026-07-13,NEFT CR Young Group,TXN100408,37148.53,0.0
BNK00204,2026-08-10,NEFT CR Cordova Group,TXN100200,48290.95,0.0
BNK00264,2026-08-02,NEFT CR Taylor Inc,TXN100256,37517.33,0.0
BNK00159,2026-08-08,"NEFT CR Bishop, Gray and Joh",TXN100157,30019.03,0.0
BNK00162,2026-07-20,"NEFT CR Smith, Vaughan and M",TXN100160,22173.2,0.0
BNK00022,2026-08-07,NEFT CR Baker and Sons,TXN100021,3932.79,0.0
BNK00103,2026-07-13,NEFT CR Reynolds-Rush,TXN100102,41708.29,0.0
BNK00406,2026-07-16,"NEFT CR Diaz, Reyes and Brad",TXN100396,45211.78,0.0
BNK00461,2026-07-23,"NEFT CR Rogers, Clayton and ",TXN100448,4555.91,0.0
BNK00104,2026-07-26,"NEFT CR Edwards, Charles and",TXN100103,44059.68,0.0
BNK00151,2026-07-23,"NEFT CR Burke, Martinez and ",TXN100149,20486.7,0.0
BNK00019,2026-07-16,NEFT CR Trujillo Group,TXN100018,13900.33,0.0
BNK00235,2026-07-22,NEFT CR Brooks-Thomas,TXN100228,21859.92,0.0
BNK00398,2026-07-01,NEFT CR Morrison-Short,TXN100388,46016.89,0.0
BNK00367,2026-07-20,NEFT CR Whitehead-Hernandez,TXN100357,39912.89,0.0
BNK00033,2026-08-12,"NEFT CR Gonzalez, Brooks and",TXN100031,43934.95,0.0
BNK00070,2026-07-01,NEFT CR Ellis PLC,TXN100068,5251.08,0.0
BNK00416,2026-07-23,NEFT CR Joseph Ltd,TXN100406,13612.73,0.0
BNK00094,2026-07-16,NEFT CR Johnson and Sons,TXN100092,22501.59,0.0
BNK00324,2026-07-12,"NEFT CR Stevens, Norris and ",TXN100315,41929.82,0.0
BNK00246,2026-08-01,NEFT CR Smith-Grimes,TXN100238,30807.84,0.0
BNK00357,2026-07-06,"NEFT CR Bennett, Martin and ",TXN100348,2072.67,0.0
BNK00238,2026-07-31,"NEFT CR Vega, Jimenez and Ag",TXN100230,4062.36,0.0
BNK00351,2026-08-14,NEFT CR Lucas Group,TXN100343,6120.06,0.0
BNK00399,2026-08-15,NEFT CR Morris-Miller,TXN100389,29560.01,0.0
BNK00426,2026-08-11,NEFT CR Guerra PLC,TXN100416,34497.79,0.0
BNK00090,2026-07-11,"NEFT CR Middleton, Patton an",TXN100088,45827.44,0.0
BNK00330,2026-07-10,"NEFT CR Hernandez, Malone an",TXN100322,36886.99,0.0
BNK00417,2026-07-10,NEFT CR Hicks-Martinez,TXN100407,29860.21,0.0
BNK00174,2026-07-20,NEFT CR Mccann PLC,TXN100172,43887.28,0.0
BNK00280,2026-06-26,NEFT CR Smith and Sons,TXN100271,34872.86,0.0
BNK00505,2026-07-24,"NEFT CR Wilson, Hendricks an",TXN100491,7157.02,0.0
BNK00483,2026-08-19,NEFT CR Sanchez Ltd,TXN100470,6832.2,0.0
BNK00069,2026-07-23,NEFT CR Stewart-Walton,TXN100067,3100.63,0.0
BNK00171,2026-07-20,"NEFT CR Lawrence, Wolf and C",TXN100169,1425.62,0.0
BNK00388,2026-08-08,"NEFT CR Mendoza, White and T",TXN100378,35449.37,0.0
BNK00377,2026-07-17,NEFT CR Fowler-Dean,TXN100367,11180.52,0.0
BNK00298,2026-07-06,"NEFT CR Brown, Frye and Hoff",TXN100289,47895.61,0.0
BNK00396,2026-07-12,NEFT CR Holt-Richardson,TXN100386,46688.76,0.0
BNK00054,2026-08-06,"NEFT CR Garcia, Pearson and ",TXN100053,41314.86,0.0
BNK00322,2026-07-24,"NEFT CR Patterson, Sullivan ",TXN100313,31397.96,0.0
BNK00337,2026-07-04,"NEFT CR Wheeler, Cruz and Ca",TXN100329,12857.38,0.0
BNK00376,2026-07-21,NEFT CR Turner Inc,TXN100366,25413.42,0.0
BNK00504,2026-08-08,NEFT CR Moore-Parks,TXN100490,40972.71,0.0
BNK00177,2026-08-09,NEFT CR Peterson-Sheppard,TXN100175,8468.44,0.0
BNK00495,2026-08-08,NEFT CR Lee-Rodriguez,TXN100482,23752.93,0.0
BNK00404,2026-07-29,"NEFT CR Owen, Shelton and Ci",TXN100394,47406.66,0.0
BNK00183,2026-07-15,"NEFT CR James, Kerr and Evan",TXN100181,13860.84,0.0
BNK00009,2026-07-03,NEFT CR James LLC,TXN100008,34296.62,0.0
BNK00383,2026-08-12,"NEFT CR Spencer, Myers and H",TXN100373,13758.05,0.0
BNK00130,2026-07-25,NEFT CR Castaneda-Ashley,TXN100128,35780.49,0.0
BNK00192,2026-07-07,NEFT CR Brown LLC,TXN100189,37704.54,0.0
BNK00199,2026-08-05,NEFT CR White-Richards,TXN100196,38385.13,0.0
BNK00326,2026-08-01,"NEFT CR Miller, Harrell and ",TXN100317,14672.0,0.0
BNK00023,2026-08-17,"NEFT CR Baker, Richards and ",TXN100022,35873.55,0.0
BNK00241,2026-07-09,NEFT CR Alexander LLC,TXN100233,37387.03,0.0
BNK00448,2026-07-02,NEFT CR Wagner-Levy,TXN100437,15779.25,0.0
BNK00200,2026-08-10,NEFT CR Harrison Group,TXN100197,32629.82,0.0
BNK00011,2026-07-06,NEFT CR Miller-Carter,TXN100010,4995.0,0.0
BNK00284,2026-08-11,NEFT CR Dougherty Inc,TXN100275,40594.93,0.0
BNK00491,2026-06-29,NEFT CR French-Lopez,TXN100478,45993.84,0.0
BNK00403,2026-06-29,NEFT CR Lambert Group,TXN100393,11428.66,0.0
BNK00260,2026-07-19,"NEFT CR James, Little and Wa",TXN100252,2416.73,0.0
BNK00279,2026-07-06,"NEFT CR King, Thompson and G",TXN100270,47459.62,0.0
BNK00270,2026-08-06,NEFT CR Sampson-Foley,TXN100262,22521.12,0.0
BNK00489,2026-07-02,"NEFT CR Andrews, Nichols and",TXN100476,11979.85,0.0
BNK00035,2026-07-04,NEFT CR Koch-Decker,TXN100034,7907.66,0.0
BNK00185,2026-08-20,"NEFT CR Choi, Garcia and Far",TXN100182,6357.5,0.0
BNK00269,2026-07-24,NEFT CR Vaughn and Sons,TXN100261,14340.71,0.0
BNK00044,2026-06-29,NEFT CR Jones Inc,TXN100043,42665.61,0.0
BNK00343,2026-08-01,NEFT CR Hardin-Hughes,TXN100335,6471.72,0.0
BNK00341,2026-07-27,"NEFT CR Miller, Lucas and Wi",TXN100333,47064.2,0.0
BNK00096,2026-07-21,NEFT CR May-Ross,TXN100094,6902.63,0.0
BNK00214,2026-08-11,NEFT CR Baird-Sanchez,TXN100209,21483.18,0.0
BNK00293,2026-08-03,NEFT CR Wilcox-Ross,TXN100284,18621.52,0.0
BNK00124,2026-07-21,NEFT CR Nelson LLC,TXN100122,11240.72,0.0
BNK00181,2026-07-23,NEFT CR Mcknight Inc,TXN100179,9298.36,0.0
BNK00315,2026-08-20,NEFT CR Rose-Parker,TXN100306,20358.57,0.0
BNK00001,2026-07-04,NEFT CR Figueroa and Sons,TXN100000,31573.05,0.0
BNK00220,2026-08-29,NEFT CR Cook-Hines,TXN100214,29287.0,0.0
BNK00150,2026-08-20,"NEFT CR Rivas, Sanchez and T",TXN100148,29934.73,0.0
BNK00074,2026-08-18,"NEFT CR Turner, Riggs and Ro",TXN100072,5210.71,0.0
BNK00368,2026-08-05,NEFT CR Potts and Sons,TXN100358,38559.99,0.0
BNK00248,2026-07-16,"NEFT CR Pham, Robinson and L",TXN100240,8062.6,0.0
BNK00017,2026-08-07,NEFT CR Nelson-Schaefer,TXN100016,11532.2,0.0
