entry_id,txn_ref,amount,entry_date,account_code
ERP00395,TXN100394,48740.06,2026-07-28,4020-SUBSCRIPTIONS
ERP00396,TXN100395,33911.35,2026-07-06,4020-SUBSCRIPTIONS
ERP00397,TXN100396,46489.67,2026-07-15,4010-SALES-INTL
ERP00398,TXN100397,1933.18,2026-07-07,4010-SALES-INTL
ERP00399,TXN100398,46116.11,2026-06-30,4000-SALES
ERP00400,TXN100399,43558.2,2026-07-20,4010-SALES-INTL
ERP00401,TXN100400,3944.48,2026-07-11,4000-SALES
ERP00402,TXN100401,5042.01,2026-07-04,4010-SALES-INTL
ERP00403,TXN100402,21281.71,2026-07-13,4010-SALES-INTL
ERP00404,TXN100403,15926.05,2026-07-04,4020-SUBSCRIPTIONS
ERP00405,TXN100404,4705.37,2026-07-09,4000-SALES
ERP00406,TXN100405,37844.58,2026-07-24,4000-SALES
ERP00407,TXN100406,13969.09,2026-07-22,4010-SALES-INTL
ERP00408,TXN100407,30550.26,2026-07-09,4000-SALES
ERP00409,TXN100408,37869.69,2026-07-12,4010-SALES-INTL
ERP00410,TXN100409,5989.04,2026-06-25,4020-SUBSCRIPTIONS
ERP00411,TXN100410,24588.32,2026-08-15,4000-SALES
ERP00412,TXN100411,11415.66,2026-06-29,4000-SALES
ERP00413,TXN100412,880.51,2026-08-08,4000-SALES
ERP00414,TXN100413,38483.8,2026-07-05,4010-SALES-INTL
ERP00415,TXN100414,16742.06,2026-08-12,4020-SUBSCRIPTIONS
ERP00416,TXN100415,21817.42,2026-08-15,4020-SUBSCRIPTIONS
ERP00417,TXN100416,35331.73,2026-08-10,4020-SUBSCRIPTIONS
ERP00418,TXN100417,40406.91,2026-07-07,4020-SUBSCRIPTIONS
ERP00419,TXN100418,2593.96,2026-07-14,4000-SALES
ERP00420,TXN100419,43174.45,2026-07-20,4020-SUBSCRIPTIONS
ERP00421,TXN100420,20518.93,2026-08-15,4010-SALES-INTL
ERP00422,TXN100421,6201.08,2026-08-13,4010-SALES-INTL
ERP00423,TXN100422,9007.72,2026-08-19,4010-SALES-INTL
ERP00424,TXN100423,41685.28,2026-07-25,4000-SALES
ERP00425,TXN100424,22117.23,2026-08-17,4010-SALES-INTL
ERP00426,TXN100425,29649.13,2026-08-02,4010-SALES-INTL
ERP00427,TXN100426,43590.96,2026-07-21,4000-SALES
ERP00428,TXN100427,16986.9,2026-08-01,4020-SUBSCRIPTIONS
ERP00429,TXN100428,31844.62,2026-07-08,4000-SALES
ERP00430,TXN100429,45343.18,2026-07-26,4020-SUBSCRIPTIONS
ERP00431,TXN100430,47932.06,2026-07-26,4000-SALES
ERP00432,TXN100431,12195.31,2026-08-16,4000-SALES
ERP00433,TXN100432,9088.2,2026-07-04,4020-SUBSCRIPTIONS
ERP00434,TXN100433,4229.99,2026-06-27,4020-SUBSCRIPTIONS
ERP00435,TXN100434,28404.91,2026-07-08,4020-SUBSCRIPTIONS
ERP00436,TXN100435,46245.64,2026-07-11,4020-SUBSCRIPTIONS
ERP00437,TXN100436,49333.33,2026-08-07,4020-SUBSCRIPTIONS
ERP00438,TXN100437,16148.88,2026-07-01,4010-SALES-INTL
ERP00439,TXN100438,22389.3,2026-07-13,4010-SALES-INTL
ERP00440,TXN100439,29775.28,2026-08-07,4000-SALES
ERP00441,TXN100440,15865.19,2026-08-03,4000-SALES
ERP00442,TXN100441,18752.51,2026-07-28,4020-SUBSCRIPTIONS
ERP00443,TXN100442,43280.38,2026-07-30,4020-SUBSCRIPTIONS
ERP00444,TXN100443,29906.95,2026-07-04,4020-SUBSCRIPTIONS
ERP00445,TXN100444,37076.59,2026-07-28,4020-SUBSCRIPTIONS
ERP00446,TXN100445,9817.85,2026-07-31,4020-SUBSCRIPTIONS
ERP00447,TXN100446,7967.62,2026-08-07,4000-SALES
ERP00448,TXN100447,40642.86,2026-07-24,4020-SUBSCRIPTIONS
ERP00449,TXN100448,4674.29,2026-07-22,4000-SALES
ERP00450,TXN100449,12763.31,2026-08-16,4010-SALES-INTL
ERP00451,TXN100450,26441.39,2026-07-25,4010-SALES-INTL
ERP00452,TXN100451,45937.87,2026-06-25,4010-SALES-INTL
ERP00453,TXN100452,34105.44,2026-08-18,4020-SUBSCRIPTIONS
ERP00454,TXN100453,32541.62,2026-08-12,4000-SALES
ERP00455,TXN100454,28119.18,2026-07-16,4010-SALES-INTL
ERP00456,TXN100455,36324.82,2026-07-03,4020-SUBSCRIPTIONS
ERP00457,TXN100456,43727.34,2026-08-02,4020-SUBSCRIPTIONS
ERP00458,TXN100457,33348.8,2026-08-01,4010-SALES-INTL
ERP00459,TXN100458,48400.98,2026-06-29,4010-SALES-INTL
ERP00460,TXN100459,6883.11,2026-08-08,4000-SALES
ERP00461,TXN100460,15824.3,2026-08-13,4010-SALES-INTL
ERP00462,TXN100461,40752.65,2026-07-18,4020-SUBSCRIPTIONS
ERP00463,TXN100462,49859.62,2026-07-21,4000-SALES
ERP00464,TXN100463,32478.23,2026-07-21,4010-SALES-INTL
ERP00465,TXN100464,1402.41,2026-07-26,4000-SALES
ERP00466,TXN100465,17415.75,2026-07-04,4000-SALES
ERP00467,TXN100466,11713.88,2026-07-26,4000-SALES
ERP00468,TXN100467,15141.71,2026-06-30,4020-SUBSCRIPTIONS
ERP00469,TXN100468,38658.3,2026-08-08,4020-SUBSCRIPTIONS
ERP00470,TXN100469,2368.5,2026-07-19,4020-SUBSCRIPTIONS
ERP00471,TXN100470,6986.93,2026-08-18,4000-SALES
ERP00472,TXN100471,9451.88,2026-08-13,4020-SUBSCRIPTIONS
ERP00473,TXN100472,40547.66,2026-07-02,4010-SALES-INTL
ERP00474,TXN100473,2662.78,2026-07-06,4020-SUBSCRIPTIONS
ERP00475,TXN100474,12257.74,2026-08-01,4010-SALES-INTL
ERP00476,TXN100475,37743.36,2026-07-12,4020-SUBSCRIPTIONS
ERP00477,TXN100476,12338.84,2026-07-01,4010-SALES-INTL
ERP00478,TXN100477,45246.73,2026-06-26,4020-SUBSCRIPTIONS
ERP00479,TXN100478,47382.94,2026-06-26,4010-SALES-INTL
ERP00480,TXN100479,39017.14,2026-07-21,4010-SALES-INTL
ERP00481,TXN100480,48330.27,2026-07-03,4020-SUBSCRIPTIONS
ERP00482,TXN100481,7350.73,2026-08-14,4020-SUBSCRIPTIONS
ERP00483,TXN100482,24289.24,2026-08-07,4000-SALES
ERP00484,TXN100483,35714.35,2026-07-08,4000-SALES
ERP00485,TXN100484,14610.62,2026-07-25,4010-SALES-INTL
ERP00486,TXN100485,45312.66,2026-07-10,4010-SALES-INTL
ERP00487,TXN100486,11490.88,2026-07-06,4010-SALES-INTL
ERP00488,TXN100487,46558.36,2026-07-18,4010-SALES-INTL
ERP00489,TXN100488,25349.35,2026-07-25,4000-SALES
ERP00490,TXN100489,19058.18,2026-07-18,4000-SALES
ERP00491,TXN100490,42039.23,2026-08-07,4000-SALES
ERP00492,TXN100491,7311.18,2026-07-23,4010-SALES-INTL
ERP00493,TXN100492,34955.56,2026-07-14,4020-SUBSCRIPTIONS
ERP00494,TXN100493,23720.95,2026-07-07,4000-SALES
ERP00495,TXN100494,1440.69,2026-08-02,4000-SALES
ERP00496,TXN100495,27665.81,2026-07-14,4020-SUBSCRIPTIONS
ERP00497,TXN100496,21451.11,2026-06-30,4000-SALES
ERP00498,TXN100497,15406.98,2026-08-16,4010-SALES-INTL
ERP00499,TXN100498,32128.11,2026-08-11,4000-SALES
ERP00500,TXN100499,5987.47,2026-07-08,4020-SUBSCRIPTIONS
