settlement_id,txn_ref,gross_amount,fee,tax,refund,net_amount,settled_date
STL00348,TXN100347,24722.68,471.74,84.91,0.0,24166.03,2026-08-14
STL00349,TXN100348,2119.46,39.65,7.14,0.0,2072.67,2026-07-06
STL00350,TXN100349,22512.45,390.84,70.35,0.0,22051.26,2026-07-10
STL00351,TXN100350,5418.05,118.42,21.32,0.0,5278.31,2026-07-17
STL00352,TXN100351,45133.96,968.05,174.25,0.0,43991.66,2026-08-08
STL00353,TXN100352,20207.91,341.47,61.46,887.56,18917.42,2026-08-05
STL00354,TXN100353,5037.83,86.25,15.52,0.0,4936.06,2026-08-11
STL00355,TXN100354,30058.72,457.3,82.31,0.0,29519.11,2026-07-07
STL00356,TXN100355,12556.66,204.16,36.75,0.0,12315.75,2026-07-18
STL00357,TXN100356,10657.68,248.3,44.69,0.0,10364.69,2026-08-16
STL00358,TXN100357,40746.12,706.13,127.1,0.0,39912.89,2026-07-20
STL00359,TXN100358,39537.87,828.71,149.17,0.0,38559.99,2026-08-05
STL00360,TXN100359,42991.1,707.07,127.27,0.0,42156.76,2026-08-06
STL00361,TXN100360,27240.67,626.13,112.7,0.0,26501.84,2026-08-01
STL00362,TXN100361,33222.35,506.9,91.24,0.0,32624.21,2026-07-15
STL00363,TXN100362,18232.99,417.25,75.11,0.0,17740.63,2026-07-26
STL00364,TXN100363,16526.69,276.7,49.81,0.0,16200.18,2026-08-08
STL00365,TXN100364,6774.55,130.14,23.43,0.0,6620.98,2026-06-24
STL00366,TXN100365,37410.43,739.32,133.08,0.0,36538.03,2026-07-08
STL00367,TXN100366,25905.28,416.83,75.03,0.0,25413.42,2026-07-21
STL00368,TXN100367,11466.71,242.53,43.66,0.0,11180.52,2026-07-17
STL00369,TXN100368,39269.74,929.51,167.31,0.0,38172.92,2026-06-30
STL00370,TXN100369,15430.7,330.73,59.53,770.66,14269.78,2026-08-20
STL00371,TXN100370,21600.54,347.33,62.52,0.0,21190.69,2026-07-07
STL00372,TXN100371,45530.19,716.41,128.95,0.0,44684.83,2026-07-17
STL00373,TXN100372,16444.54,271.06,48.79,0.0,16124.69,2026-07-29
STL00374,TXN100373,14113.29,301.05,54.19,0.0,13758.05,2026-08-12
STL00375,TXN100374,35751.56,672.45,121.04,0.0,34958.07,2026-07-31
STL00376,TXN100375,26762.56,522.86,94.11,0.0,26145.59,2026-06-30
STL00377,TXN100376,21794.87,499.78,89.96,0.0,21205.13,2026-07-04
STL00378,TXN100377,42713.24,918.73,165.37,0.0,41629.14,2026-08-16
STL00379,TXN100378,36181.58,620.52,111.69,0.0,35449.37,2026-08-08
STL00380,TXN100379,44460.51,850.89,153.16,0.0,43456.46,2026-08-07
STL00381,TXN100380,20237.14,451.21,81.22,0.0,19704.71,2026-07-13
STL00382,TXN100381,21624.82,468.2,84.28,0.0,21072.34,2026-08-13
STL00383,TXN100382,47702.83,1043.18,187.77,0.0,46471.88,2026-07-18
STL00384,TXN100383,3823.1,89.15,16.05,0.0,3717.9,2026-07-21
STL00385,TXN100384,21877.89,491.07,88.39,0.0,21298.43,2026-07-26
STL00386,TXN100385,40682.58,836.58,150.58,0.0,39695.42,2026-08-01
STL00387,TXN100386,47852.92,986.58,177.58,0.0,46688.76,2026-07-12
STL00388,TXN100387,6550.45,121.42,21.86,0.0,6407.17,2026-08-13
STL00389,TXN100388,47085.93,905.43,162.98,0.0,46017.52,2026-07-01
STL00390,TXN100389,30220.3,559.57,100.72,0.0,29560.01,2026-08-15
STL00391,TXN100390,25616.92,423.89,76.3,0.0,25116.73,2026-07-22
STL00392,TXN100391,42440.1,785.19,141.33,0.0,41513.58,2026-07-10
STL00393,TXN100392,18694.27,422.98,76.14,0.0,18195.15,2026-07-28
STL00394,TXN100393,11694.88,225.61,40.61,0.0,11428.66,2026-06-29
STL00395,TXN100394,48740.06,1130.0,203.4,0.0,47406.66,2026-07-29
STL00396,TXN100395,33911.35,697.47,125.54,0.0,33088.34,2026-07-07
STL00397,TXN100396,46489.67,1082.96,194.93,0.0,45211.78,2026-07-16
STL00398,TXN100397,1933.18,34.28,6.17,0.0,1892.73,2026-07-08
STL00399,TXN100398,46116.11,853.62,153.65,0.0,45108.84,2026-07-01
STL00400,TXN100399,43558.2,900.05,162.01,0.0,42496.14,2026-07-21
STL00401,TXN100400,3944.48,88.39,15.91,0.0,3840.18,2026-07-12
STL00402,TXN100401,5042.01,102.38,18.43,0.0,4921.2,2026-07-05
STL00403,TXN100402,21281.71,391.77,70.52,0.0,20819.42,2026-07-14
STL00404,TXN100403,15926.05,290.55,52.3,0.0,15583.2,2026-07-05
STL00405,TXN100404,4705.37,73.06,13.15,0.0,4619.16,2026-07-10
STL00406,TXN100405,37844.58,586.5,105.57,0.0,37152.51,2026-07-25
STL00407,TXN100406,13969.09,302.0,54.36,0.0,13612.73,2026-07-23
STL00408,TXN100407,30550.26,584.79,105.26,0.0,29860.21,2026-07-10
STL00409,TXN100408,37869.69,611.15,110.01,0.0,37148.53,2026-07-13
STL00410,TXN100409,5989.04,130.45,23.48,0.0,5835.11,2026-06-26
STL00411,TXN100410,24588.32,532.86,95.91,0.0,23959.55,2026-08-16
STL00412,TXN100411,11415.66,283.62,51.05,0.0,11080.99,2026-06-30
STL00413,TXN100412,880.51,15.86,2.85,0.0,861.8,2026-08-09
STL00414,TXN100413,38483.8,871.34,156.84,0.0,37455.62,2026-07-06
STL00415,TXN100414,16742.06,252.43,45.44,0.0,16444.19,2026-08-13
STL00416,TXN100415,21817.42,355.45,63.98,0.0,21397.99,2026-08-16
STL00417,TXN100416,35331.73,706.73,127.21,0.0,34497.79,2026-08-11
STL00418,TXN100417,40406.91,635.23,114.34,0.0,39657.34,2026-07-08
STL00419,TXN100418,2593.96,39.4,7.09,0.0,2547.47,2026-07-15
STL00420,TXN100419,43174.45,896.2,161.32,0.0,42116.93,2026-07-21
STL00421,TXN100420,20518.93,439.13,79.04,0.0,20000.76,2026-08-16
STL00422,TXN100421,6201.08,94.31,16.98,0.0,6089.79,2026-08-14
STL00423,TXN100422,9007.72,220.47,39.68,0.0,8747.57,2026-08-20
STL00424,TXN100423,41685.28,1008.69,181.56,0.0,40495.03,2026-07-26
STL00425,TXN100424,22117.23,355.17,63.93,0.0,21698.13,2026-08-18
STL00426,TXN100425,29649.13,600.09,108.02,0.0,28941.02,2026-08-03
STL00427,TXN100426,43590.96,978.97,176.21,0.0,42435.78,2026-07-22
STL00428,TXN100427,16986.9,283.36,51.0,0.0,16652.54,2026-08-02
STL00429,TXN100428,31844.62,646.64,116.4,0.0,31081.58,2026-07-09
STL00430,TXN100429,45343.18,838.57,150.94,0.0,44353.67,2026-07-27
STL00431,TXN100430,47932.06,1028.36,185.1,0.0,46718.6,2026-07-27
STL00432,TXN100431,12195.31,200.79,36.14,0.0,11958.38,2026-08-17
STL00433,TXN100432,9088.2,150.22,27.04,0.0,8910.94,2026-07-05
STL00434,TXN100433,4229.99,103.69,18.66,0.0,4107.64,2026-06-28
STL00435,TXN100434,28404.91,590.67,106.32,0.0,27707.92,2026-07-09
STL00436,TXN100435,46245.64,954.74,171.85,0.0,45119.05,2026-07-12
STL00437,TXN100436,49333.33,899.45,161.9,0.0,48271.98,2026-08-08
STL00438,TXN100437,16148.88,313.25,56.38,0.0,15779.25,2026-07-02
STL00439,TXN100438,22389.3,403.64,72.66,0.0,21913.0,2026-07-14
STL00440,TXN100439,29775.28,551.42,99.26,0.0,29124.6,2026-08-08
STL00441,TXN100440,15865.19,309.67,55.74,0.0,15499.78,2026-08-04
STL00442,TXN100441,18752.51,335.12,60.32,0.0,18357.07,2026-07-29
STL00443,TXN100442,43280.38,1019.38,183.49,0.0,42077.51,2026-07-31
STL00444,TXN100443,29906.95,563.59,101.45,0.0,29241.91,2026-07-05
STL00445,TXN100444,37076.59,571.36,102.84,0.0,36402.39,2026-07-29
STL00446,TXN100445,9817.85,206.67,37.2,0.0,9573.98,2026-08-01
STL00447,TXN100446,7967.62,124.44,22.4,0.0,7820.78,2026-08-08
STL00448,TXN100447,40642.86,949.98,171.0,0.0,39521.88,2026-07-25
STL00449,TXN100448,4674.29,100.32,18.06,0.0,4555.91,2026-07-23
STL00450,TXN100449,12763.31,247.32,44.52,0.0,12471.47,2026-08-17
STL00451,TXN100450,26441.39,557.86,100.41,0.0,25783.12,2026-07-26
STL00452,TXN100451,45937.87,867.04,156.07,0.0,44914.76,2026-06-26
STL00453,TXN100452,34105.44,529.44,95.3,0.0,33480.7,2026-08-19
STL00454,TXN100453,32541.62,509.57,91.72,0.0,31940.33,2026-08-13
STL00455,TXN100454,28119.18,530.49,95.49,0.0,27493.2,2026-07-17
STL00456,TXN100455,36324.82,783.37,141.01,0.0,35400.44,2026-07-04
STL00457,TXN100456,43727.34,801.68,144.3,0.0,42781.36,2026-08-03
STL00458,TXN100457,33348.8,805.96,145.07,0.0,32397.77,2026-08-02
STL00459,TXN100458,48400.98,1064.09,191.54,0.0,47145.35,2026-06-30
STL00460,TXN100459,6883.11,152.04,27.37,0.0,6703.7,2026-08-09
STL00461,TXN100460,15824.3,296.97,53.45,0.0,15473.88,2026-08-14
STL00462,TXN100461,40752.65,884.38,159.19,0.0,39709.08,2026-07-19
STL00463,TXN100462,49859.62,1202.84,216.51,0.0,48440.27,2026-07-22
STL00464,TXN100463,32478.23,624.69,112.44,0.0,31741.1,2026-07-22
STL00465,TXN100464,1402.41,25.37,4.57,0.0,1372.47,2026-07-27
STL00466,TXN100465,17415.75,394.67,71.04,0.0,16950.04,2026-07-05
STL00467,TXN100466,11713.88,191.82,34.53,0.0,11487.53,2026-07-27
STL00468,TXN100467,15141.71,346.46,62.36,0.0,14732.89,2026-07-01
STL00469,TXN100468,38658.3,902.72,162.49,0.0,37593.09,2026-08-09
STL00470,TXN100469,2368.5,43.5,7.83,0.0,2317.17,2026-07-20
STL00471,TXN100470,6986.93,131.13,23.6,0.0,6832.2,2026-08-19
STL00472,TXN100471,9451.88,207.27,37.31,0.0,9207.3,2026-08-14
STL00473,TXN100472,40547.66,675.34,121.56,0.0,39750.76,2026-07-03
STL00474,TXN100473,2662.78,49.64,8.94,0.0,2604.2,2026-07-07
STL00475,TXN100474,12257.74,238.31,42.9,0.0,11976.53,2026-08-02
STL00476,TXN100475,37743.36,861.98,155.16,0.0,36726.22,2026-07-13
STL00477,TXN100476,12338.84,304.23,54.76,0.0,11979.85,2026-07-02
STL00478,TXN100477,45246.73,766.49,137.97,0.0,44342.27,2026-06-27
STL00479,TXN100478,47382.94,1177.2,211.9,0.0,45993.84,2026-06-27
STL00480,TXN100479,39017.14,781.48,140.67,0.0,38094.99,2026-07-22
STL00481,TXN100480,48330.27,1119.76,201.56,0.0,47008.95,2026-07-04
STL00482,TXN100481,7350.73,128.64,23.16,0.0,7198.93,2026-08-15
STL00483,TXN100482,24289.24,454.5,81.81,0.0,23752.93,2026-08-08
STL00484,TXN100483,35714.35,719.97,129.59,0.0,34864.79,2026-07-09
STL00485,TXN100484,14610.62,330.66,59.52,0.0,14220.44,2026-07-26
STL00486,TXN100485,45312.66,746.46,134.36,0.0,44431.84,2026-07-11
STL00487,TXN100486,11490.88,224.2,40.36,0.0,11226.32,2026-07-07
STL00488,TXN100487,46558.36,891.54,160.48,0.0,45506.34,2026-07-19
STL00489,TXN100488,25349.35,440.01,79.2,0.0,24830.14,2026-07-26
STL00490,TXN100489,19058.18,291.24,52.42,0.0,18714.52,2026-07-19
STL00491,TXN100490,42039.23,903.83,162.69,0.0,40972.71,2026-08-08
STL00492,TXN100491,7311.18,130.64,23.52,0.0,7157.02,2026-07-24
STL00493,TXN100492,34955.56,572.85,103.11,0.0,34279.6,2026-07-15
STL00494,TXN100493,23720.95,501.78,90.32,0.0,23128.85,2026-07-08
STL00495,TXN100494,1440.69,24.72,4.45,0.0,1411.52,2026-08-03
STL00496,TXN100495,27665.81,616.18,110.91,0.0,26938.72,2026-07-15
STL00497,TXN100496,21451.11,488.26,87.89,0.0,20874.96,2026-07-01
STL00498,TXN100497,15406.98,238.46,42.92,0.0,15125.6,2026-08-17
STL00499,TXN100498,32128.11,682.02,122.76,0.0,31323.33,2026-08-12
STL00500,TXN100499,5987.47,144.01,25.92,0.0,5817.54,2026-07-09
